question_id,type,subtype,question_created_at,question_updated_at
82d9a712-0737-4073-a4d0-40d47f9b5e8e,LONELINESS_SCALE,ISOLATED,2023-04-02 19:28:22,2023-04-02 19:28:22
58d76f88-0c6b-40e5-8cfe-e45ba001bdec,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2024-04-12 23:33:53,2024-04-12 23:33:53
a03ec228-1b95-4758-96f0-0a25a622d5d0,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2024-04-12 23:33:53,2024-04-12 23:33:53
5ea6837e-7c28-4d72-8c00-e93c19193aa9,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2024-04-12 23:33:53,2024-04-12 23:33:53
591b988d-b5ea-43d2-bce7-7f96325c79f4,LONELINESS_SCALE,LACK_COMPANIONSHIP,2024-04-12 23:33:53,2024-04-12 23:33:53
4679b4f7-70b3-4c78-930a-10be2e369fa4,LONELINESS_SCALE,LEFT_OUT,2024-04-12 23:33:53,2024-04-12 23:33:53
9465149c-bf88-4d41-acf9-7bb389cb02a3,LONELINESS_SCALE,ISOLATED,2024-04-12 23:33:53,2024-04-12 23:33:53
86bac3a6-b540-4528-ab64-8defa6b8a94b,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2023-12-26 00:23:47,2023-12-26 00:23:47
f40d7b1a-9726-4139-af84-487929a81c74,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2023-12-26 00:23:47,2023-12-26 00:23:47
899d2662-41db-4115-aad3-c08f32580726,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2023-12-26 00:23:47,2023-12-26 00:23:47
c8a5d004-8b37-4424-b14e-6269e9ccb78e,LONELINESS_SCALE,LACK_COMPANIONSHIP,2023-12-26 00:23:47,2023-12-26 00:23:47
73ca3316-d9b6-4b99-9c08-a5342398793b,LONELINESS_SCALE,LEFT_OUT,2023-12-26 00:23:47,2023-12-26 00:23:47
fc60f52e-9268-4383-ad7d-7c0cc4cfb583,LONELINESS_SCALE,ISOLATED,2023-12-26 00:23:47,2023-12-26 00:23:47
89854d5a-8d05-46d0-902d-294dc9ebbcc2,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2024-05-04 19:17:06,2024-05-04 19:17:06
c510ef1d-d5ae-49b2-9280-75aba3b584e7,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2024-05-04 19:17:06,2024-05-04 19:17:06
fea0c2f7-cb9a-415e-af0d-f1016063411a,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2024-05-04 19:17:06,2024-05-04 19:17:06
1ce76795-79ec-4e9a-b37f-d97b4168d369,LONELINESS_SCALE,LACK_COMPANIONSHIP,2024-05-04 19:17:06,2024-05-04 19:17:06
9db9cf35-3b7e-43de-a896-9c0f63bed1a6,LONELINESS_SCALE,LEFT_OUT,2024-05-04 19:17:06,2024-05-04 19:17:06
1b15bb67-a45a-4845-8144-da2ddb65c866,LONELINESS_SCALE,ISOLATED,2024-05-04 19:17:06,2024-05-04 19:17:06
d3cdb091-2a8e-44a2-b19d-c9445fdc5e3d,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2024-05-21 12:22:06,2024-05-21 12:22:06
da2e3f06-c1e2-4fd6-9b90-04b8d3e8f71c,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2024-05-21 12:22:06,2024-05-21 12:22:06
4db3d0d6-76a4-4db0-980a-0d715192f5f3,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2024-05-21 12:22:06,2024-05-21 12:22:06
8018b1dc-a243-4eb2-8883-7dcb9f11294c,LONELINESS_SCALE,LACK_COMPANIONSHIP,2024-05-21 12:22:06,2024-05-21 12:22:06
0b0a5c9e-876c-41b5-a970-a3575fd1f9d0,LONELINESS_SCALE,LEFT_OUT,2024-05-21 12:22:06,2024-05-21 12:22:06
b4efb8f8-fe9e-4680-9646-5ef9e0836639,LONELINESS_SCALE,ISOLATED,2024-05-21 12:22:06,2024-05-21 12:22:06
8f80e2a4-ca81-42cc-ad5b-312e50839318,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2023-12-11 10:23:48,2023-12-11 10:23:48
45710b03-0ccd-47cb-b0b6-7717574c0e5b,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2023-12-11 10:23:48,2023-12-11 10:23:48
4328b1ba-8ddb-4123-b20a-22b804e6fd38,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2023-12-11 10:23:48,2023-12-11 10:23:48
52267924-b349-4a02-ad49-3c41a92479be,LONELINESS_SCALE,LACK_COMPANIONSHIP,2023-12-11 10:23:48,2023-12-11 10:23:48
83a93bd0-caef-48f8-9b63-ebf3a52ce740,LONELINESS_SCALE,LEFT_OUT,2023-12-11 10:23:48,2023-12-11 10:23:48
8295d132-648d-40db-880d-ef68cad77a75,LONELINESS_SCALE,ISOLATED,2023-12-11 10:23:48,2023-12-11 10:23:48
3667a65e-3d08-4fc0-baf4-1d4490d6dfa8,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2024-01-13 01:17:15,2024-01-13 01:17:15
9c7c4110-2c9b-4c69-ad11-b06bccb3eae2,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2024-01-13 01:17:15,2024-01-13 01:17:15
00eeed1d-1087-43f3-b366-0048526ebc17,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2024-01-13 01:17:15,2024-01-13 01:17:15
63a84724-6df1-4bd4-a3d9-5f3edd65a328,LONELINESS_SCALE,LACK_COMPANIONSHIP,2024-01-13 01:17:15,2024-01-13 01:17:15
a62607aa-4dc6-48ab-a921-42ac15992537,LONELINESS_SCALE,LEFT_OUT,2024-01-13 01:17:15,2024-01-13 01:17:15
f6ce8c56-fb1b-4dbc-9882-b725224d5891,LONELINESS_SCALE,ISOLATED,2024-01-13 01:17:15,2024-01-13 01:17:15
65cd40d1-7eeb-44d7-a4d0-43ff68bf09f7,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2023-09-21 09:52:07,2023-09-21 09:52:07
265dc9ec-abb4-4f5d-8808-a7aa3d6cf70c,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2023-09-21 09:52:07,2023-09-21 09:52:07
ef982002-8a64-4c54-a2f9-db47b6be811d,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2023-09-21 09:52:07,2023-09-21 09:52:07
248fa34b-0061-4bb9-906a-0a3b80e30ac4,LONELINESS_SCALE,LACK_COMPANIONSHIP,2023-09-21 09:52:07,2023-09-21 09:52:07
1fc28daa-d950-4da1-bce7-fb65f0cd3400,LONELINESS_SCALE,LEFT_OUT,2023-09-21 09:52:07,2023-09-21 09:52:07
de144030-497e-4adf-afa6-c29be07ffa03,LONELINESS_SCALE,ISOLATED,2023-09-21 09:52:07,2023-09-21 09:52:07
19aca182-b279-4e3b-9b11-6ee32d42443d,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2023-11-22 21:15:05,2023-11-22 21:15:05
0d3abd2e-be17-40d9-b04c-201e6fdfd378,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2023-11-22 21:15:05,2023-11-22 21:15:05
c330e840-eec0-4a2c-abde-918d834733a5,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2023-11-22 21:15:05,2023-11-22 21:15:05
d4b3972b-89eb-40cd-9f97-2cd600a31890,LONELINESS_SCALE,LACK_COMPANIONSHIP,2023-11-22 21:15:05,2023-11-22 21:15:05
7fb880fe-b37c-4f94-b640-ff48a8cdad55,LONELINESS_SCALE,LEFT_OUT,2023-11-22 21:15:05,2023-11-22 21:15:05
5ee028b6-0bda-431d-8386-f263ec5c2965,LONELINESS_SCALE,ISOLATED,2023-11-22 21:15:05,2023-11-22 21:15:05
d7d6f25a-024d-415a-930a-add01ece4703,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2023-10-25 17:31:16,2023-10-25 17:31:16
be2c80af-47e9-4251-ab66-29e90649536b,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2023-10-25 17:31:16,2023-10-25 17:31:16
fe86ddd6-116f-455f-bb9f-0fac47e75b5b,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2023-10-25 17:31:16,2023-10-25 17:31:16
d0dee4c0-5b84-4a85-9455-674f5c6a989c,LONELINESS_SCALE,LACK_COMPANIONSHIP,2023-10-25 17:31:16,2023-10-25 17:31:16
45cd87ab-5535-424c-839a-4715b89a8d01,LONELINESS_SCALE,LEFT_OUT,2023-10-25 17:31:16,2023-10-25 17:31:16
a74044b9-f2dd-453d-9f5c-5ecce4d10aa5,LONELINESS_SCALE,ISOLATED,2023-10-25 17:31:16,2023-10-25 17:31:16
8d05c010-1c42-433d-b52c-e097ba13bc68,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2024-04-26 15:46:22,2024-04-26 15:46:22
654beb53-ff6d-47ab-8327-c7904db2de3e,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2024-04-26 15:46:22,2024-04-26 15:46:22
1397c606-c2a2-4afc-a49a-57590bbd9e4f,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2024-04-26 15:46:22,2024-04-26 15:46:22
363746ba-9fe6-48e7-b702-5fae06237705,LONELINESS_SCALE,LACK_COMPANIONSHIP,2024-04-26 15:46:22,2024-04-26 15:46:22
77e21d6e-e0ae-4f9d-93e9-a82d7d7e8cf2,LONELINESS_SCALE,LEFT_OUT,2024-04-26 15:46:22,2024-04-26 15:46:22
798b0602-b563-4ad3-9e39-5683e4cf7ab1,LONELINESS_SCALE,ISOLATED,2024-04-26 15:46:22,2024-04-26 15:46:22
70a49492-3ef3-4c50-81c2-1b57839a3762,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2023-12-22 19:11:32,2023-12-22 19:11:32
d1c43ae8-4a5b-47e3-807e-68008afa7139,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2023-12-22 19:11:32,2023-12-22 19:11:32
9ad6d446-dd8d-4f23-8e0b-8faf37d1d4c7,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2023-12-22 19:11:32,2023-12-22 19:11:32
c689505f-d512-4305-beba-36b30ee9b030,LONELINESS_SCALE,LACK_COMPANIONSHIP,2023-12-22 19:11:32,2023-12-22 19:11:32
0c239268-8708-4f53-bb41-41a82f75d767,LONELINESS_SCALE,LEFT_OUT,2023-12-22 19:11:32,2023-12-22 19:11:32
1c6ec3c4-40d9-4de6-9b3c-7d51fcbe940e,LONELINESS_SCALE,ISOLATED,2023-12-22 19:11:32,2023-12-22 19:11:32
b85fe7c5-37c7-4005-9398-944862064494,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2023-04-16 23:09:21,2023-04-16 23:09:21
83c24250-2e36-4aa8-b061-a2cd1802dac6,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2023-04-16 23:09:21,2023-04-16 23:09:21
ca1fd33d-8bfb-41a0-93cf-068977503819,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2023-04-16 23:09:21,2023-04-16 23:09:21
2d9dd1e9-6f67-42aa-a360-c0931014783e,LONELINESS_SCALE,LACK_COMPANIONSHIP,2023-04-16 23:09:21,2023-04-16 23:09:21
aa1afb38-cb55-436b-901b-b1db903570c0,LONELINESS_SCALE,LEFT_OUT,2023-04-16 23:09:21,2023-04-16 23:09:21
a1ab3685-3587-4041-9503-ed0fb0baa86b,LONELINESS_SCALE,ISOLATED,2023-04-16 23:09:21,2023-04-16 23:09:21
74d9195a-3290-4dab-89ad-e9427d0645ee,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2023-08-01 22:17:32,2023-08-01 22:17:32
4365c149-e2f3-4557-bf6b-48b47d0c5e43,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2023-08-01 22:17:32,2023-08-01 22:17:32
53314ee5-a6ad-4507-99f9-05155716a0da,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2023-08-01 22:17:32,2023-08-01 22:17:32
440373ee-62a6-4261-b089-b3cb67443ae1,LONELINESS_SCALE,LACK_COMPANIONSHIP,2023-08-01 22:17:32,2023-08-01 22:17:32
4e835934-9406-45bc-909d-32fbaf5a3fd8,LONELINESS_SCALE,LEFT_OUT,2023-08-01 22:17:32,2023-08-01 22:17:32
60dd8c24-ad86-4762-bf1d-a61368a20e6b,LONELINESS_SCALE,ISOLATED,2023-08-01 22:17:32,2023-08-01 22:17:32
a6a6888f-acfe-4354-b430-920509713d84,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2024-03-24 20:22:49,2024-03-24 20:22:49
0518b0f5-35e3-40b4-90b8-6f1526cfafc6,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2024-03-24 20:22:49,2024-03-24 20:22:49
bf722d3a-b5ff-424e-9bb5-54e58e1c78b3,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2024-03-24 20:22:49,2024-03-24 20:22:49
1b0a85ae-b114-481e-8701-349d18a4e318,LONELINESS_SCALE,LACK_COMPANIONSHIP,2024-03-24 20:22:49,2024-03-24 20:22:49
b007ebb5-f6f1-4cc8-9cfa-ef48b5e82458,LONELINESS_SCALE,LEFT_OUT,2024-03-24 20:22:49,2024-03-24 20:22:49
37427edf-a9c5-43a2-ab2a-b0a8212f4553,LONELINESS_SCALE,ISOLATED,2024-03-24 20:22:49,2024-03-24 20:22:49
cb2be1c4-824a-42b7-ab26-fda190351d44,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2024-04-18 07:20:08,2024-04-18 07:20:08
c4302baa-72f3-4e5f-a5c2-5b0de812a663,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2024-04-18 07:20:08,2024-04-18 07:20:08
525ce9a1-fa17-44db-b6f1-3f7521db9661,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2024-04-18 07:20:08,2024-04-18 07:20:08
a345d5dd-db95-4277-aa9a-a662e9d0e3fc,LONELINESS_SCALE,LACK_COMPANIONSHIP,2024-04-18 07:20:08,2024-04-18 07:20:08
1bc61d9a-6d91-4b77-9cd4-0df34aa60603,LONELINESS_SCALE,LEFT_OUT,2024-04-18 07:20:08,2024-04-18 07:20:08
f80f92eb-ba5c-49f1-992e-87bbfd451ce1,LONELINESS_SCALE,ISOLATED,2024-04-18 07:20:08,2024-04-18 07:20:08
a74824ec-9ce7-42f6-912d-2ef3d29767ed,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2024-06-12 07:28:50,2024-06-12 07:28:50
9d955be6-ccf9-4973-bfda-ec25f3f3df6b,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2024-06-12 07:28:50,2024-06-12 07:28:50
5889b30b-cfda-43b3-bdd6-22f7ce2d9732,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2024-06-12 07:28:50,2024-06-12 07:28:50
ad497e0a-6a80-4232-bdb0-0830a58efac4,LONELINESS_SCALE,LACK_COMPANIONSHIP,2024-06-12 07:28:50,2024-06-12 07:28:50
0f8c8803-d20c-4c5e-a766-54fba0eba443,LONELINESS_SCALE,LEFT_OUT,2024-06-12 07:28:50,2024-06-12 07:28:50
bdb03f4b-78fc-49a1-b6cc-711356d0cf97,LONELINESS_SCALE,ISOLATED,2024-06-12 07:28:50,2024-06-12 07:28:50
4e7a108c-6518-40e5-8ead-e95dd43c6fcc,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2024-01-03 22:30:05,2024-01-03 22:30:05
ed7e3905-1c5b-4230-9c52-0dbdd13168da,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2024-01-03 22:30:05,2024-01-03 22:30:05
67ea2309-9d60-4878-a54d-5212b72b25f7,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2024-01-03 22:30:05,2024-01-03 22:30:05
761966de-57ab-4fae-aa44-87972da55bb2,LONELINESS_SCALE,LACK_COMPANIONSHIP,2024-01-03 22:30:05,2024-01-03 22:30:05
624f6da9-e9de-4df2-9a4a-792936a22992,LONELINESS_SCALE,LEFT_OUT,2024-01-03 22:30:05,2024-01-03 22:30:05
93a96b8f-ab47-49a3-a2b2-ea448634984b,LONELINESS_SCALE,ISOLATED,2024-01-03 22:30:05,2024-01-03 22:30:05
82c406f3-17d1-4a9f-858d-61b22c8c4f01,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2023-12-07 21:39:39,2023-12-07 21:39:39
925e0d71-c4d4-4cd7-9b86-0b4fe3e0a459,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2023-12-07 21:39:39,2023-12-07 21:39:39
0d3e57fe-6484-43f6-bebc-45c04b129319,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2023-12-07 21:39:39,2023-12-07 21:39:39
39bb5276-2287-40bd-b160-4c1c6e89c289,LONELINESS_SCALE,LACK_COMPANIONSHIP,2023-12-07 21:39:39,2023-12-07 21:39:39
8716154d-2ce9-4723-a90b-166c5d664d42,LONELINESS_SCALE,LEFT_OUT,2023-12-07 21:39:39,2023-12-07 21:39:39
038f980e-57b3-4ea3-81e0-241d82b8b844,LONELINESS_SCALE,ISOLATED,2023-12-07 21:39:39,2023-12-07 21:39:39
a8893707-89a6-4b78-963c-c9cc1d32de48,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2024-04-30 23:30:08,2024-04-30 23:30:08
c92e4eb5-45e4-4096-8e07-a8e7c84531bb,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2024-04-30 23:30:08,2024-04-30 23:30:08
27f501fe-3e07-41e4-b70f-65b4c585fe25,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2024-04-30 23:30:08,2024-04-30 23:30:08
ec9bf8fa-c696-4645-a98b-d108d687d02d,LONELINESS_SCALE,LACK_COMPANIONSHIP,2024-04-30 23:30:08,2024-04-30 23:30:08
18e4ffea-f1fe-4c1a-a074-0e4851f7e6d7,LONELINESS_SCALE,LEFT_OUT,2024-04-30 23:30:08,2024-04-30 23:30:08
3748a937-25e5-42b6-934e-8d4c57780cf5,LONELINESS_SCALE,ISOLATED,2024-04-30 23:30:08,2024-04-30 23:30:08
0fa2a678-1459-4b20-af73-933374ca9c68,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2023-06-05 19:53:26,2023-06-05 19:53:26
711faeda-90e0-4f6b-b07f-f4781dab59b8,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2023-06-05 19:53:26,2023-06-05 19:53:26
2fb739a4-4840-4146-b661-13014700f376,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2023-06-05 19:53:26,2023-06-05 19:53:26
a1e470f8-463c-4117-b17c-a904a2cabf1a,LONELINESS_SCALE,LACK_COMPANIONSHIP,2023-06-05 19:53:26,2023-06-05 19:53:26
ed187ab5-7e1d-4491-8d58-591151e17211,LONELINESS_SCALE,LEFT_OUT,2023-06-05 19:53:26,2023-06-05 19:53:26
06190fb5-4e19-427d-9046-d20875dc54ff,LONELINESS_SCALE,ISOLATED,2023-06-05 19:53:26,2023-06-05 19:53:26
707f5f5d-1eb2-4c4d-8438-e583902cc122,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2023-08-12 14:01:12,2023-08-12 14:01:12
e0fe9aa7-383d-450f-a8f8-05750cab5a52,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2023-08-12 14:01:12,2023-08-12 14:01:12
d9906eef-a111-4dc7-832e-6dd618cc3f5a,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2023-08-12 14:01:12,2023-08-12 14:01:12
684d05e8-9ab6-4807-96c2-814041e7b740,LONELINESS_SCALE,LACK_COMPANIONSHIP,2023-08-12 14:01:12,2023-08-12 14:01:12
5c809891-a47c-4a90-baa0-3f4905939617,LONELINESS_SCALE,LEFT_OUT,2023-08-12 14:01:12,2023-08-12 14:01:12
a25e10d7-22ee-4724-adfb-71e7e85bf4db,LONELINESS_SCALE,ISOLATED,2023-08-12 14:01:12,2023-08-12 14:01:12
329cce1f-f335-49ac-ad13-e6992b8a4e64,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2023-04-10 13:26:06,2023-04-10 13:26:06
d3548734-70cf-409e-a345-be9ffa3140e8,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2023-04-10 13:26:06,2023-04-10 13:26:06
00acc132-c003-4a86-a93d-a78e2165c617,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2023-04-10 13:26:06,2023-04-10 13:26:06
9e8c287f-ba7c-4c21-94a8-d95cf2ac65a9,LONELINESS_SCALE,LACK_COMPANIONSHIP,2023-04-10 13:26:06,2023-04-10 13:26:06
c3a023de-0c71-4f36-93b4-cdd292ada74f,LONELINESS_SCALE,LEFT_OUT,2023-04-10 13:26:06,2023-04-10 13:26:06
16a39cf9-d001-48eb-9697-a0e45e5971fb,LONELINESS_SCALE,ISOLATED,2023-04-10 13:26:06,2023-04-10 13:26:06
8d5d5309-e9d9-40ca-8095-f9d39f5101bc,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2024-03-06 15:29:00,2024-03-06 15:29:00
793f39a8-1ff4-4a9a-b854-eb33a004e5b3,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2024-03-06 15:29:00,2024-03-06 15:29:00
b39732ab-926d-442a-8de9-6a7fa5ef53d7,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2024-03-06 15:29:00,2024-03-06 15:29:00
9379464a-a56f-4ea0-b40e-203befe296e7,LONELINESS_SCALE,LACK_COMPANIONSHIP,2024-03-06 15:29:00,2024-03-06 15:29:00
07ff9bd0-3447-4f8d-9472-42025ee150cc,LONELINESS_SCALE,LEFT_OUT,2024-03-06 15:29:00,2024-03-06 15:29:00
c2fe673f-0dd4-4251-b03f-149c48bab7a0,LONELINESS_SCALE,ISOLATED,2024-03-06 15:29:00,2024-03-06 15:29:00
bd865dda-2dbe-4714-8ff7-83c3ed3561aa,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2023-11-22 18:25:47,2023-11-22 18:25:47
51467c0e-46de-40f2-8492-d3bfd16ef04c,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2023-11-22 18:25:47,2023-11-22 18:25:47
87cb7e70-4962-4d1e-86f2-bffe8ea8ff6d,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2023-11-22 18:25:47,2023-11-22 18:25:47
35e770f1-0fb2-4dac-a0e0-9ec12940cfd1,LONELINESS_SCALE,LACK_COMPANIONSHIP,2023-11-22 18:25:47,2023-11-22 18:25:47
7c71e13c-22f5-4e78-9848-cab7c44191d7,LONELINESS_SCALE,LEFT_OUT,2023-11-22 18:25:47,2023-11-22 18:25:47
c2fea53e-ae11-4924-9a2b-4944bbba4f02,LONELINESS_SCALE,ISOLATED,2023-11-22 18:25:47,2023-11-22 18:25:47
62c9c481-1c70-439e-ae1d-4d8849eb2e74,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2023-11-01 11:28:57,2023-11-01 11:28:57
610fa0a1-03ca-462a-8d9b-6ab60c92eded,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2023-11-01 11:28:57,2023-11-01 11:28:57
2bb52326-d29f-4ac3-b96f-e6f5bdffcb2b,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2023-11-01 11:28:57,2023-11-01 11:28:57
19431433-cde6-4902-bb34-0f094e7bf22e,LONELINESS_SCALE,LACK_COMPANIONSHIP,2023-11-01 11:28:57,2023-11-01 11:28:57
1166fc3d-33fa-46fa-945b-7a0ed6535a7c,LONELINESS_SCALE,LEFT_OUT,2023-11-01 11:28:57,2023-11-01 11:28:57
53db03ae-ac7a-48fc-b881-c6f1708e9711,LONELINESS_SCALE,ISOLATED,2023-11-01 11:28:57,2023-11-01 11:28:57
c9630c3a-90ee-4a25-9571-3976c9a2223b,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2023-09-09 00:56:30,2023-09-09 00:56:30
a9489f93-209d-4481-afa0-9550e6bafab6,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2023-09-09 00:56:30,2023-09-09 00:56:30
2c4ad0f0-9f1a-4b29-a108-8e34872e5e05,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2023-09-09 00:56:30,2023-09-09 00:56:30
8c07bd39-d8c3-4f5c-b8c2-ac38ffc4260d,LONELINESS_SCALE,LACK_COMPANIONSHIP,2023-09-09 00:56:30,2023-09-09 00:56:30
5f0c7567-c8d8-47b5-b97e-58a586393848,LONELINESS_SCALE,LEFT_OUT,2023-09-09 00:56:30,2023-09-09 00:56:30
b6f9e825-f4ce-49d8-89be-9988bfb60b37,LONELINESS_SCALE,ISOLATED,2023-09-09 00:56:30,2023-09-09 00:56:30
8073ee9d-d800-4efd-846e-417c3a47e7b7,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2024-03-16 00:08:36,2024-03-16 00:08:36
927a68a4-e942-4894-8680-1ce08c0b24cc,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2024-03-16 00:08:36,2024-03-16 00:08:36
194d5ef6-456d-4a9c-8188-7a6f504c500f,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2024-03-16 00:08:36,2024-03-16 00:08:36
f32dd4e2-7d72-4638-891b-6ab55fe67207,LONELINESS_SCALE,LACK_COMPANIONSHIP,2024-03-16 00:08:36,2024-03-16 00:08:36
e5791c57-abac-4e9d-97d9-d06e2ef61512,LONELINESS_SCALE,LEFT_OUT,2024-03-16 00:08:36,2024-03-16 00:08:36
b0b32241-9d29-42fb-adcf-3d22c11743ae,LONELINESS_SCALE,ISOLATED,2024-03-16 00:08:36,2024-03-16 00:08:36
f68aab91-f419-42a7-a3ba-f53c5391b558,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2024-01-09 18:47:26,2024-01-09 18:47:26
3a58e5d1-cdae-4252-95d1-770caa73eba9,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2024-01-09 18:47:26,2024-01-09 18:47:26
00320660-2b27-4904-9be6-4708996a05da,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2024-01-09 18:47:26,2024-01-09 18:47:26
9163f55b-7022-42a0-ab9b-3885a94e7178,LONELINESS_SCALE,LACK_COMPANIONSHIP,2024-01-09 18:47:26,2024-01-09 18:47:26
e259d922-1128-43dc-93de-0c4dd80171d4,LONELINESS_SCALE,LEFT_OUT,2024-01-09 18:47:26,2024-01-09 18:47:26
3581b991-de05-459b-b597-5625f8cb077f,LONELINESS_SCALE,ISOLATED,2024-01-09 18:47:26,2024-01-09 18:47:26
f6c456a6-dd64-42d6-9e38-683272d02784,DEPRESSION_PHQ2_GAD1,LITTLE_INTEREST,2023-04-29 17:08:13,2023-04-29 17:08:13
e597d385-50c1-4210-96d2-4acecd57f165,DEPRESSION_PHQ2_GAD1,FEELING_DOWN,2023-04-29 17:08:13,2023-04-29 17:08:13
3b85a9d9-9323-4f82-bcd3-a733ccc1b89f,DEPRESSION_PHQ2_GAD1,FEELING_NERVOUS,2023-04-29 17:08:13,2023-04-29 17:08:13
ce4a92be-344d-4331-987a-f9617f65ed00,LONELINESS_SCALE,LACK_COMPANIONSHIP,2023-04-29 17:08:13,2023-04-29 17:08:13
8ede97af-68e0-459d-9594-686b4e02b5da,LONELINESS_SCALE,LEFT_OUT,2023-04-29 17:08:13,2023-04-29 17:08:13
85eb6260-2086-4882-9b20-0218f94a91fd,LONELINESS_SCALE,ISOLATED,2023-04-29 17:08:13,2023-04-29 17:08:13
